"Swap 
 Percentage",Measurement,Feature,internet,paid,Walc,famrel,higher,Medu,sex,famsup,guardian,Fjob,health,studytime,traveltime,schoolsup,reason,romantic,goout,nursery,freetime,Pstatus,activities,absences,age,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Total variation
 distance",sex,0.0911/0.4845,0.0778/0.0878,0.0753/0.0812,0.0954/0.153,0.0201/0.0767,0.1113/0.1023,-,0.0748/0.4522,0.0873/0.0729,0.083/0.297,0.1001/0.2091,0.0847/0.2172,0.099/0.1436,0.0578/0.1997,0.0622/0.0253,0.1032/0.2198,0.112/0.0503,0.0765/0.032,0.0763/0.1045,0.0742/0.0637,0.0803/0.2921,0.0908/0.1098,0.0871/0.0721,,0.08297011267830448,0.08297011267830448,1.8563377545246644,8.913730884877832,[],"[0.48447806971307666, 0.08777046489949711, 0.08121288088121117, 0.15297373286666363, 0.0766922121612274, 0.102253017365845, 0.45223638205518, 0.07294957176042363, 0.29701578664628975, 0.20908128055935396, 0.2172000388957956, 0.14359727107384082, 0.19974008795437365, 0.025251582227388648, 0.21975905165876944, 0.05030290054328533, 0.03197452057746171, 0.10453363715085887, 0.0637153575352042, 0.2920950365100082, 0.10977127915084392, 0.07213112150612144]","[1.0600214104366679, 0.2532956399799906, 0.23776692489193932, 0.40137358742792184, 0.17346434440237488, 0.3157975066697136, 0.9792688439375177, 0.23324779625823225, 0.6770010949241854, 0.5182980222431334, 0.5190648574563708, 0.3861898544808873, 0.4573011926113429, 0.11268316664618913, 0.542702465084024, 0.21256424032518234, 0.14049289063663983, 0.2853660388171073, 0.2016058234427277, 0.6645149214786858, 0.31038929827875616, 0.23132096444823994]"
50%,"Jensen-Shannon
 divergence",sex,0.0324/0.0715,0.0304/0.0365,0.0311/0.0385,0.0347/0.0496,0.0057/0.0298,0.0392/0.0384,-,0.0316/0.0758,0.0316/0.0337,0.0379/0.0758,0.0379/0.0502,0.0426/0.0499,0.0354/0.0422,0.0208/0.0599,0.0308/0.0139,0.0356/0.0553,0.0371/0.0287,0.0331/0.0172,0.0352/0.0384,0.0338/0.0246,0.0358/0.0655,0.0312/0.0409,0.0328/0.0339,,0.038143416810130136,0.038143416810130136,0.5231840220958993,1.6866326380304097,[],"[0.07145265167426045, 0.03651360153859155, 0.0385073416172268, 0.04961385568197177, 0.029848775858415822, 0.03841580120586632, 0.07579073483960636, 0.033719515691945, 0.07575330615753093, 0.0501627986817096, 0.0499129363652915, 0.04215415363563049, 0.0599486339672148, 0.013904540355429559, 0.05528026245538016, 0.028668667268508603, 0.017173794418650003, 0.03836101028209684, 0.02459355508147764, 0.06553317348719992, 0.0409148113266477, 0.03385728898088686]","[0.10383671227563755, 0.06692296377040768, 0.06956879629164725, 0.0843608258060768, 0.0355204217934255, 0.07760390818041032, 0.10735488206387768, 0.06535341547772339, 0.11365827263517231, 0.08807157476595258, 0.0925263365119039, 0.07753557326052282, 0.0807466497971018, 0.044676137346820924, 0.09087145022216181, 0.0657856492802019, 0.050249379805023926, 0.07354604870413442, 0.05834876953380022, 0.10132758631671311, 0.07207231259554264, 0.06669497159615102]"
70%,"Hellinger
 distance",sex,0.2234/0.4771,0.1976/0.2345,0.2052/0.235,0.203/0.2961,0.0296/0.1775,0.2323/0.2384,-,0.2079/0.4873,0.2239/0.2076,0.2215/0.4646,0.242/0.3326,0.2465/0.3153,0.2212/0.2515,0.1165/0.348,0.1893/0.1026,0.2372/0.354,0.2444/0.1807,0.1926/0.1152,0.21/0.2212,0.221/0.183,0.2148/0.4106,0.1758/0.2729,0.1955/0.1852,,0.2128528458013707,0.2128528458013707,3.258407107833113,10.542406614711746,[],"[0.477099687267511, 0.2345021995860269, 0.23499829841441136, 0.2961486402742225, 0.17753880866174415, 0.23836629926491254, 0.48730945343815923, 0.20755965429049414, 0.46462526829694334, 0.33260649168580914, 0.31534503543240316, 0.25147419034945323, 0.3480454051130767, 0.10263450630040735, 0.3539892201282443, 0.18074985636080085, 0.11516088310955112, 0.22117562985173103, 0.1830252956581152, 0.41059241402136354, 0.2729249787877474, 0.18523630777035707]","[0.7004934509833088, 0.4320696990881936, 0.4402168174256075, 0.49911139194684506, 0.20717653440955455, 0.47070838366925033, 0.6951622186733797, 0.4314699871836409, 0.6860779855793275, 0.574616973763657, 0.5618941832838693, 0.4726472581781624, 0.46458633592859244, 0.29198202994481537, 0.5911997301654521, 0.4251641410294702, 0.3077826147454453, 0.43113684033631233, 0.40404887850808396, 0.6254216923131993, 0.4487301455578131, 0.380709321997764]"
70%,"Wasserstein
 distance",sex,0.0029/0.0343,0.0023/0.0035,0.0029/0.0024,0.0035/0.0042,0.0005/0.0036,0.0041/0.0063,-,0.0044/0.0276,0.0042/0.003,0.0033/0.0089,0.0029/0.0131,0.003/0.0146,0.0021/0.0081,0.002/0.0095,0.0029/0.0018,0.0038/0.0132,0.0033/0.0023,0.0027/0.0024,0.0027/0.0042,0.0032/0.0045,0.0038/0.0138,0.0017/0.0033,0.0029/0.0023,,0.00345854911586798,0.00345854911586798,0.09682931296508093,0.25130398613154914,[],"[0.034259185818155645, 0.0034542367104865995, 0.0024091971397318104, 0.00420890765222837, 0.0036051708988349604, 0.0063119240098821194, 0.02764539343157677, 0.00300430908236244, 0.00885624318489725, 0.01308096299019074, 0.01456874284676738, 0.00810732211699734, 0.00947722955981619, 0.0018025854494174598, 0.01321464755701358, 0.00225538801446252, 0.00240632220281088, 0.00420028284146561, 0.00450646362354371, 0.013805447094262851, 0.00330617745905918, 0.0022553880144625194]","[0.037113998180630214, 0.00571393713033051, 0.0052683219075877604, 0.0076732066419382, 0.00405797346388001, 0.01037277241068306, 0.03201098514599535, 0.007214654203051269, 0.01216385811241687, 0.01594440016342808, 0.0175816767398926, 0.01021465088003245, 0.01143074919758201, 0.00466171021727341, 0.01698225239188057, 0.00556300294198217, 0.005114512782318469, 0.00691134835789414, 0.00766745676809636, 0.01756873952374847, 0.00496214112550967, 0.005111637845397549]"
70%,"Total variation
 distance",sex,0.1549/0.7145,0.1216/0.1248,0.1445/0.1185,0.1308/0.1966,0.0367/0.1013,0.1652/0.1443,-,0.1246/0.669,0.156/0.1004,0.1183/0.4451,0.1369/0.3351,0.1143/0.3167,0.1557/0.1885,0.1014/0.2447,0.0912/0.0447,0.1508/0.3368,0.1512/0.0809,0.1095/0.0509,0.1147/0.1409,0.1112/0.109,0.1187/0.4127,0.1309/0.1577,0.112/0.0835,,0.1134629442195231,0.1134629442195231,2.671833990675999,12.984646403745382,[],"[0.7144509406290341, 0.12476140865359875, 0.11848182835071644, 0.1966134894256914, 0.10128375935358107, 0.14425337050079054, 0.6690203984819734, 0.10044776585903578, 0.4451488427743171, 0.3351140330381758, 0.31668225287473506, 0.18852841262755288, 0.24467186768438878, 0.04472995227532428, 0.3368200852780273, 0.08087592820851988, 0.05091548622101355, 0.14091982469575032, 0.10904020560308633, 0.41272707979626483, 0.1577191197318905, 0.08353604084948404]","[1.5838196036958134, 0.37110645295732925, 0.38148217218385083, 0.5240156174629618, 0.2392341853738288, 0.45370597475263486, 1.462602012504906, 0.3568708592632772, 1.0086340055818432, 0.8071031470317156, 0.7476796059508491, 0.5327818210444168, 0.5907392380142802, 0.1806953158895399, 0.8244780826439666, 0.312936822547658, 0.21137696790957416, 0.39655554031225343, 0.3292614956434792, 0.9441266346259787, 0.44635202012756164, 0.27908882822766445]"
70%,"Jensen-Shannon
 divergence",sex,0.0434/0.0835,0.0385/0.0463,0.0397/0.0464,0.0396/0.0581,0.0056/0.0347,0.0451/0.0467,-,0.0408/0.0892,0.0434/0.041,0.0435/0.0905,0.0475/0.0633,0.0493/0.0592,0.0428/0.0485,0.0222/0.0684,0.0374/0.0202,0.0464/0.0676,0.0478/0.0356,0.0378/0.0226,0.0412/0.0431,0.0439/0.0357,0.0421/0.0784,0.0339/0.0537,0.0383/0.0365,,0.04192317546226711,0.04192317546226711,0.6265490179976452,2.039284097420505,[],"[0.08345569852047448, 0.04628819265355787, 0.04636728968279681, 0.05813155926198499, 0.034652577962133405, 0.04673112138888983, 0.08923246092961137, 0.04103412643853939, 0.09049607831554096, 0.06334355231911326, 0.05924144515833964, 0.04846359421010817, 0.06839992307154738, 0.020158692805344703, 0.06759266571474724, 0.03556300807984468, 0.02262051498410128, 0.043114694609832374, 0.035731573866459664, 0.07841165563315164, 0.05368262377466467, 0.03653863568997272]","[0.1268187091705042, 0.08474924250847829, 0.08602722967497342, 0.09772199305055027, 0.040245496549897605, 0.09180375177176575, 0.13000006246655396, 0.084460116811892, 0.13404018930645648, 0.11087111722890945, 0.10851053206421057, 0.09124481546753083, 0.09063599562733562, 0.05752775982793665, 0.11398421260491741, 0.0834030288416881, 0.06038369190720508, 0.0843457890301372, 0.07961131010544663, 0.120554502837428, 0.08755307114261014, 0.07479147942407721]"
10%,"Hellinger
 distance",age,0.0494/0.1426,0.0436/0.054,0.0436/0.0477,0.027/0.0846,0.0/0.0436,0.054/0.0607,-,0.0239/0.1624,0.0337/0.0846,0.0518/0.1426,0.0296/0.0706,0.0535/0.0805,0.0239/0.0648,0.0/0.1267,0.0535/0.0311,0.0239/0.0819,0.0296/0.0239,0.0337/0.0296,0.0337/0.0494,0.0418/0.0467,0.0395/0.1108,0.0337/0.0918,-,,0.05758044155477556,0.05758044155477556,0.8729148763251947,2.3541377116288875,[],"[0.14264433010613164, 0.05398118170920686, 0.047701199638838766, 0.084571032409379, 0.04360908365129298, 0.06072043258995961, 0.16240281393800524, 0.084571032409379, 0.14264433010613164, 0.07059967450589641, 0.08047891642183322, 0.06481254857750539, 0.12673513496633318, 0.03108270684214921, 0.08192389751617202, 0.023850599819419383, 0.0296377257478104, 0.049396209579684, 0.04674907468647703, 0.11075380488712472, 0.09180313943210881]","[0.19204053968581564, 0.09759026536049983, 0.09131028329013174, 0.11156162326398242, 0.04360908365129298, 0.11470161429916648, 0.18625341375742463, 0.11830087414473517, 0.19443764573251618, 0.10023740025370681, 0.133967241989063, 0.08866314839692477, 0.12673513496633318, 0.084571032409379, 0.1057744973355914, 0.05348832556722978, 0.06336756748316658, 0.08312605131504018, 0.08859821500855056, 0.1502707725508719, 0.125532981167465]"
10%,"Wasserstein
 distance",age,0.0008/0.003,0.0008/0.0009,0.0004/0.0006,0.0003/0.0008,0.0/0.0004,0.0009/0.0012,-,0.0001/0.0021,0.0003/0.0016,0.0007/0.0021,0.0004/0.0011,0.0009/0.0015,0.0004/0.0008,0.0/0.0024,0.0009/0.0004,0.0002/0.0012,0.0005/0.0004,0.0006/0.0004,0.0003/0.0008,0.0007/0.0006,0.0006/0.0014,0.0003/0.0017,-,,0.00104935197613615,0.00104935197613615,0.013738604810851152,0.035578781864857585,[],"[0.00300862148774384, 0.00089698031932735, 0.00060229928493295, 0.00075179600482083, 0.00044849015966366994, 0.0011988486960240502, 0.0021044538261141598, 0.0016487763241481799, 0.0021044538261141598, 0.0010536643815175402, 0.0015050294781021399, 0.00075035853636038, 0.0024020097974294897, 0.00044849015966366994, 0.0012017236329449701, 0.00044849015966366994, 0.00044849015966366994, 0.00075179600482083, 0.00060086181647248, 0.0013512203528328601, 0.00165165126106911]","[0.00376041749256467, 0.0016473388556877198, 0.0010522269130570799, 0.00105222691305707, 0.00044849015966366994, 0.0020972664838118603, 0.00225395054600205, 0.00194920723238442, 0.00285337489401407, 0.00150359200964167, 0.0024048847343504, 0.0011988486960240498, 0.0024020097974294897, 0.0013497828843723899, 0.0013526578212933202, 0.00089985525624826, 0.0010479145076756897, 0.00105222691305707, 0.0013497828843723999, 0.00195064470084488, 0.00195208216930535]"
10%,"Total variation
 distance",age,0.0155/0.0652,0.0143/0.0176,0.0131/0.0149,0.0087/0.0238,0.0/0.0122,0.0184/0.0202,-,0.0062/0.0651,0.009/0.0304,0.0149/0.0534,0.0087/0.0265,0.0163/0.0312,0.0068/0.0202,0.0/0.0488,0.0191/0.0089,0.0073/0.0287,0.0098/0.0071,0.0105/0.0076,0.0085/0.0154,0.016/0.0138,0.0102/0.041,0.0087/0.0351,-,,0.018268833849329168,0.018268833849329168,0.31186167494522804,1.396156394884777,[],"[0.06524462718496189, 0.01763206156588506, 0.01489265120844066, 0.02379206945936267, 0.01217477375565608, 0.02023377350078245, 0.06506511702964524, 0.030389160139490445, 0.05342307231019934, 0.02648238539898131, 0.031194831171334914, 0.02019932448503875, 0.048796976925222356, 0.00892156862745096, 0.028657097288676214, 0.00712499999999998, 0.00762499999999997, 0.015438252223966498, 0.013847265221878199, 0.04095095849255438, 0.03509971620227035]","[0.14596158229764072, 0.04955096727076918, 0.04289054415085303, 0.0562763239266998, 0.02434954751131216, 0.05891050600334739, 0.1362855370895935, 0.06977353558998567, 0.12178164513639453, 0.06162198368311667, 0.07868119996042694, 0.04719689458411259, 0.09759395385044471, 0.036898958626512726, 0.0646058612440191, 0.02406191222570527, 0.025724716202270313, 0.039375654107796934, 0.04367775774277315, 0.09206379896278019, 0.07887351471822254]"
10%,"Jensen-Shannon
 divergence",age,0.0098/0.028,0.0087/0.0107,0.0086/0.0094,0.0054/0.0168,0.0/0.0087,0.0107/0.0121,-,0.0047/0.0321,0.0067/0.0167,0.0104/0.0282,0.0059/0.0139,0.0107/0.0159,0.0048/0.0129,0.0/0.0251,0.0105/0.0063,0.0047/0.0163,0.0058/0.0048,0.0067/0.0059,0.0067/0.0098,0.0083/0.0093,0.0079/0.0219,0.0067/0.0182,-,,0.011470441147916881,0.011470441147916881,0.17294464645483912,0.4665490451448716,[],"[0.028016162930939607, 0.01074383217042126, 0.00944758396312654, 0.01678068664638998, 0.00873966044031203, 0.012095584334179291, 0.03207505311473433, 0.01673874336399975, 0.02820160795156182, 0.013851788007378029, 0.015869342458742518, 0.012865356439065681, 0.025121941748369053, 0.0062691429850903506, 0.01627801633367173, 0.00477520607152123, 0.00592860528068385, 0.00978031514466417, 0.009315499561322951, 0.0218985604445192, 0.018155721223151122]","[0.03779730558307537, 0.019396668018474082, 0.01804718467551272, 0.02213071918128689, 0.00873966044031203, 0.022825744524297795, 0.036776707904718695, 0.023415758533974422, 0.0385631655053449, 0.0197455511940217, 0.026526308455098006, 0.017652851288184012, 0.025121941748369053, 0.01678290788974208, 0.02095186567703293, 0.01059674509883467, 0.012664285762973699, 0.01649073191775804, 0.01765600496573361, 0.02980615298058977, 0.024860783799537184]"
30%,"Hellinger
 distance",age,0.093/0.2925,0.0576/0.1259,0.1058/0.1456,0.1116/0.1727,0.0099/0.1148,0.0675/0.1616,-,0.0968/0.2922,0.102/0.1386,0.0922/0.2911,0.0953/0.1919,0.1229/0.1863,0.1125/0.1401,0.0535/0.2288,0.1195/0.0719,0.0849/0.2129,0.1105/0.1116,0.0989/0.1116,0.0549/0.131,0.0849/0.1018,0.0747/0.2482,0.0675/0.1873,-,,0.07599241736594536,0.07599241736594536,1.9051078404521713,5.47459798908123,[],"[0.29252941270232, 0.12588148308760647, 0.14563996691948006, 0.1727099309612133, 0.11480116564833884, 0.16158378002007667, 0.29215995622260893, 0.138586832079384, 0.2910801968479612, 0.19188496992290913, 0.18632157140348354, 0.14009674656209703, 0.2288323877240474, 0.07190030137839958, 0.21289545504555502, 0.11156162326398242, 0.11156162326398242, 0.1309603896346437, 0.10178193269721798, 0.24818742443129937, 0.18727369635584531]","[0.385534705933297, 0.18346192464238203, 0.25141446425507147, 0.2842715542251957, 0.12468040756427563, 0.22904346349078902, 0.3890073365946253, 0.24061771534757104, 0.38323183820021145, 0.28722243581221246, 0.3092420356385397, 0.2526104947784412, 0.28232071329127717, 0.1914368690072637, 0.29781498937507545, 0.22202676735376747, 0.21045251549698543, 0.1858936962962123, 0.1867014670267384, 0.3228792149247416, 0.2547333798265577]"
30%,"Wasserstein
 distance",age,0.0015/0.0129,0.0011/0.0018,0.0017/0.0018,0.002/0.0023,0.0001/0.0022,0.0012/0.0033,-,0.0021/0.0095,0.0016/0.0026,0.0012/0.0036,0.0017/0.0048,0.0036/0.0054,0.0017/0.0021,0.0009/0.0057,0.0026/0.0006,0.0018/0.005,0.0018/0.0011,0.0021/0.0013,0.0009/0.0012,0.0015/0.001,0.0009/0.0056,0.0012/0.0033,-,,0.0016487763241481899,0.0016487763241481899,0.040163587519496925,0.11005402280131693,[],"[0.012921403991079623, 0.0018025854494174698, 0.0018025854494174698, 0.0022525130775416097, 0.0022467632036997703, 0.0032961151798359496, 0.00946572981213252, 0.0025515065173173897, 0.00360373343037449, 0.00481408187408225, 0.005406318879792001, 0.00210445382611418, 0.00570531231956778, 0.0005994243480120199, 0.00495351631474694, 0.00105078944459661, 0.0013497828843724, 0.0012045985698658902, 0.0010479145076757001, 0.00555581559967989, 0.00329467771137549]","[0.014424996000721294, 0.0028548123624745495, 0.00345423671048659, 0.004206032715307419, 0.0023962599235876603, 0.004494963875859999, 0.0115629962959444, 0.0041988453730051195, 0.0048068945317799195, 0.00646573313515137, 0.00900861484170605, 0.0037575425556437498, 0.0066066050442765, 0.0031494933968689498, 0.00675610176416441, 0.00285481236247454, 0.00345423671048657, 0.00210445382611416, 0.0025457566434755304, 0.006457108324388621, 0.00449352640739954]"
30%,"Total variation
 distance",age,0.0392/0.2694,0.0248/0.0458,0.0442/0.0578,0.0491/0.0816,0.0026/0.0546,0.0257/0.0768,-,0.0453/0.2413,0.0428/0.0567,0.0339/0.1754,0.0366/0.116,0.062/0.1139,0.0461/0.0603,0.0238/0.1262,0.0511/0.0241,0.0426/0.1265,0.0475/0.0362,0.0501/0.0439,0.0231/0.0514,0.0323/0.0404,0.0243/0.1639,0.0312/0.0927,-,,0.03384481424148602,0.03384481424148602,1.0612397414509098,4.887904375023072,[],"[0.2693938921547582, 0.045846005453390834, 0.0577564021701952, 0.081590467578768, 0.05457435200029091, 0.0767875874670493, 0.24128083342369058, 0.05670278961220583, 0.17539801481125167, 0.11597115713475159, 0.11388669504419022, 0.06032079157079153, 0.12617670235538514, 0.024086479530633136, 0.12651244647232246, 0.03621168239427246, 0.04386404256662873, 0.05135310498468391, 0.040435224226820124, 0.1639456827496242, 0.09269550071714329]","[0.5779570883947869, 0.11651219072696146, 0.15968867133494374, 0.21227769329927162, 0.11178028294795025, 0.17928364762083213, 0.5278915216568185, 0.15619838826722066, 0.38473803030896725, 0.2685288195431951, 0.2897352846634941, 0.1667561463134815, 0.2761364734938391, 0.09926813215206248, 0.2956456510179891, 0.1199620940568567, 0.13785455791298096, 0.12576103453077128, 0.11313084543223649, 0.3521826172874851, 0.2166152040609282]"
30%,"Jensen-Shannon
 divergence",age,0.0183/0.0554,0.0113/0.025,0.0207/0.0288,0.0219/0.034,0.002/0.0225,0.0133/0.0318,-,0.0191/0.0564,0.02/0.0274,0.0183/0.0574,0.0188/0.0374,0.0242/0.0362,0.022/0.0276,0.0104/0.045,0.0235/0.0142,0.0166/0.0416,0.0217/0.0221,0.0194/0.0221,0.0108/0.0259,0.0169/0.0202,0.0149/0.0484,0.0132/0.0368,-,,0.01502412874705974,0.01502412874705974,0.37296183825363743,1.0730078531121756,[],"[0.05540084066686417, 0.02499030201726032, 0.028769206781523272, 0.03396523828049315, 0.02249476087578722, 0.031791502536736974, 0.05635085384882786, 0.027350041741242163, 0.0573782527583645, 0.037368261494444874, 0.03618238718496301, 0.027571612036951233, 0.04502900612958301, 0.01423578662093961, 0.04156192264188654, 0.022089305134399002, 0.02209870396147317, 0.02590642025273101, 0.02016229782267045, 0.04837436423946982, 0.03680435198654412]","[0.07369353297299644, 0.03627455203773908, 0.04946920272596706, 0.05589035048559276, 0.02445877412442173, 0.04505519516491546, 0.07541536744798114, 0.04736607369859559, 0.07565347647958506, 0.0561692688824031, 0.06036828400201924, 0.04957852145773932, 0.05543545934921722, 0.037771899768319656, 0.05816679646431109, 0.043819643546719286, 0.04152820204573223, 0.036664463901759106, 0.03701304164043778, 0.06323471552176615, 0.04998103139395697]"
50%,"Hellinger
 distance",age,0.1328/0.3855,0.1229/0.175,0.1137/0.2167,0.1142/0.2326,0.0099/0.1721,0.1279/0.2265,-,0.1296/0.3998,0.1224/0.1571,0.1182/0.3866,0.1192/0.2696,0.1326/0.24,0.1247/0.2145,0.0593/0.3104,0.1255/0.09,0.1438/0.2791,0.1496/0.1671,0.1183/0.1365,0.1247/0.1701,0.1355/0.1761,0.1394/0.3428,0.0951/0.2321,-,,0.1413575481798096,0.1413575481798096,2.6316085857334346,7.43971255192413,[],"[0.3855144096060494, 0.1749627304324098, 0.21671339768084835, 0.23261553159657505, 0.1721377016321064, 0.2265070954878253, 0.3998306214704281, 0.15714316211238946, 0.3866189324409817, 0.2696428843329456, 0.2400443600965952, 0.21452553159802604, 0.31041644479673935, 0.09004319610288938, 0.2790938044219287, 0.16713209264303214, 0.13652254720378032, 0.1700627960680063, 0.1760804476154644, 0.34283259999164273, 0.23206178777658693]","[0.518358870983374, 0.297883194667466, 0.33041808415498974, 0.34677840860556386, 0.1820169435480432, 0.35437224931361666, 0.5293907852370647, 0.27952493670359957, 0.5048279769072272, 0.3888197345005974, 0.3726650940649544, 0.3392059391623017, 0.36969189629236016, 0.2155761772703544, 0.4228484586484389, 0.31675372434174265, 0.2548234213485155, 0.29474320363228196, 0.3115922220480386, 0.48227200567421613, 0.3271492248193838]"
50%,"Wasserstein
 distance",age,0.003/0.0224,0.0024/0.0017,0.0033/0.0027,0.0028/0.003,0.0001/0.0024,0.0027/0.0051,-,0.0034/0.0179,0.0027/0.0024,0.0023/0.0057,0.003/0.0092,0.0036/0.0077,0.0027/0.0053,0.0012/0.0086,0.0025/0.0013,0.0032/0.008,0.003/0.0014,0.0026/0.002,0.0027/0.0018,0.002/0.0027,0.0027/0.0108,0.0021/0.0036,-,,0.00344992430510522,0.00344992430510522,0.06615732969000455,0.17943200057698352,[],"[0.022385696334751716, 0.00165021379260866, 0.0027053156425866703, 0.00300287161390198, 0.0024034472658899697, 0.005103013034634831, 0.01787635777428706, 0.0024005723289690297, 0.005711062193409619, 0.00916817384081718, 0.007661706894254559, 0.00525825962836456, 0.00857449936664699, 0.00134978288437241, 0.007952075523267588, 0.0013526578212933202, 0.0019506447008448998, 0.0018011479809569998, 0.0026995657687448405, 0.01080401294882127, 0.0036037334303744895]","[0.025390005417114187, 0.004047911184656789, 0.00600430575934355, 0.0058504966340742395, 0.0025529439857778597, 0.007808328677221501, 0.02132340714247136, 0.005097263160792939, 0.007963575270951229, 0.01217104545471919, 0.011262565387708139, 0.00795782539710939, 0.00977334806267104, 0.0038984144647688703, 0.011107318793978388, 0.004354091966734861, 0.00450646362354368, 0.00450071374970183, 0.0046502104695897405, 0.01350932859140793, 0.00570243738264684]"
50%,"Total variation
 distance",age,0.0816/0.4755,0.0721/0.0708,0.0765/0.1063,0.064/0.1285,0.0036/0.0876,0.0683/0.1314,-,0.0683/0.4477,0.0733/0.0716,0.0574/0.3024,0.0662/0.23,0.0652/0.1799,0.0789/0.1367,0.0378/0.2065,0.0561/0.0381,0.08/0.2101,0.0773/0.0642,0.0654/0.0566,0.066/0.0826,0.0526/0.0947,0.0667/0.3005,0.0542/0.1234,-,,0.07646368054862006,0.07646368054862006,1.8489519111175374,8.421465186571316,[],"[0.4754925620314984, 0.07083251933251927, 0.10625971524841249, 0.12846067254493687, 0.08757377568361549, 0.1313733542565454, 0.44768302661449055, 0.07161642581835839, 0.30243317972350225, 0.22999607941856923, 0.17985212068376363, 0.13667254345907096, 0.20647411171270122, 0.03812020444477557, 0.21007176559094706, 0.06420523209856159, 0.05663405514649879, 0.08264885967922017, 0.0946918525818781, 0.3004669242840698, 0.12341748078389947]","[1.0325869776185725, 0.21379646156877263, 0.28905862416367817, 0.3209574832436589, 0.17871897993865954, 0.33107154102499226, 0.963698616800675, 0.21649528262218096, 0.6622267276916477, 0.526147401646793, 0.42490121783422896, 0.35228635510078943, 0.4507209579372674, 0.13235900981335258, 0.5001043035630385, 0.20569579724282488, 0.1786333616567009, 0.2313069339635628, 0.24200809712144308, 0.6676790918418551, 0.3010119641766228]"
50%,"Jensen-Shannon
 divergence",age,0.0257/0.0704,0.0238/0.0346,0.0219/0.0427,0.0222/0.0457,0.0019/0.0338,0.0249/0.0444,-,0.0253/0.0753,0.0237/0.0309,0.0233/0.0759,0.0233/0.0517,0.0262/0.0463,0.0242/0.0418,0.0114/0.0609,0.0247/0.0178,0.0281/0.054,0.0293/0.033,0.0232/0.0269,0.0243/0.0334,0.0268/0.0346,0.0274/0.0659,0.0184/0.0457,-,,0.02769854226966717,0.02769854226966717,0.5105475674700973,1.4457917534242675,[],"[0.07042619704448605, 0.03462632402866635, 0.04273387088549448, 0.045714094724130794, 0.03376313140436289, 0.04441201714678185, 0.07528648672218675, 0.030906894315767854, 0.07589316958186262, 0.051679187840580065, 0.04629982640397829, 0.04176851595036492, 0.06092389528286526, 0.01778396613254335, 0.054004090197629015, 0.03298334688301222, 0.02693294727802409, 0.033367815174704114, 0.03458866060517574, 0.06590426119544308, 0.045699351602800434]","[0.09617245270278882, 0.05837877253974258, 0.06467448181042038, 0.06794751432432354, 0.035686029319835715, 0.06933570372281407, 0.1005841216961885, 0.05465473115766768, 0.09915650775523185, 0.07502854323067054, 0.07245042715807463, 0.06598589002321019, 0.07231562567609871, 0.04246583831255584, 0.08206482857024766, 0.06229378865271521, 0.05008350525815186, 0.0577077768460276, 0.06141491177236525, 0.09327537774515332, 0.0641149251499836]"
70%,"Hellinger
 distance",age,0.1473/0.464,0.1442/0.2191,0.1564/0.2377,0.1465/0.2774,0.0099/0.2239,0.1657/0.27,-,0.1472/0.485,0.128/0.2274,0.1742/0.4633,0.1677/0.3355,0.1627/0.3015,0.1728/0.2669,0.0675/0.3511,0.1382/0.1282,0.1657/0.3437,0.1703/0.1904,0.1668/0.1567,0.1656/0.2216,0.1509/0.1953,0.1803/0.4028,0.1264/0.2916,-,,0.15983505223192812,0.15983505223192812,3.186388175120579,9.107433450464871,[],"[0.4640294056542479, 0.2191194663485206, 0.23771149261786154, 0.27735311162086995, 0.22385982719134306, 0.26995419065104614, 0.4850076628594796, 0.22740360139719304, 0.46325893938601814, 0.33553536760407593, 0.3015334411889496, 0.26689299101134994, 0.3511495890758963, 0.12818011606067198, 0.34370417421497046, 0.19039291437641234, 0.15674601623566184, 0.22155612032756036, 0.19529311759292645, 0.40280042498353164, 0.2916242753787147]","[0.6113524043798928, 0.3633144521736618, 0.39412566233428026, 0.42386829196965725, 0.23373906910727987, 0.4356759201605376, 0.6322508100413152, 0.35542695439100114, 0.6374138514415703, 0.5032212357874243, 0.4642281401819792, 0.4396817479534502, 0.4186092725466086, 0.26639767320529756, 0.5094391487517853, 0.36072483917743026, 0.3235703481948491, 0.3871215651268676, 0.3462149454537922, 0.5830574252023555, 0.4179996928838356]"
